"","rowID","season","matchID","actualTeamBatFirstWin","predO0TeamBatFirstWinMod","predO20TeamBatFirstWinMod","predO26TeamBatFirstWinMod","predO30TeamBatFirstWinMod","predO35TeamBatFirstWinMod","predO26TeamBatFirstWinEOI","predO30TeamBatFirstWinEOI","predO35TeamBatFirstWinEOI","inn1EOIRuns","predO6EOIRuns","predO10EOIRuns","predO15EOIRuns","inn2EOIRuns","predO26EOIRuns","predO30EOIRuns","predO35EOIRuns","errO35Run","errO35Per","errO30Run","errO30Per","errO26Run","errO26Per","errO15Run","errO15Per","errO10Run","errO10Per","errO6Run","errO6Per","correctPredWinEOIO35","correctPredWinEOIO30","correctPredWinEOIO26","correctPredWinModO35","correctPredWinModO30","correctPredWinModO26","correctPredWinModO20","correctPredWinModO0"
"73",73,2016,980946,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,189,165,174,197,164,153,165,165,1,0.4,1,0.7,-11,-6.5,8,4.2,-15,-7.9,-24,-12.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"74",74,2016,980950,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172,185,214,172,171,136,130,155,-16,-9.3,-41,-23.9,-35,-20.4,0,0.2,42,24.3,13,7.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"75",75,2016,980952,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,174,194,171,177,178,174,162,162,-16,-8.8,-16,-8.7,-4,-2,3,1.5,-3,-1.7,20,11.3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"76",76,2016,980954,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,195,144,180,188,196,192,187,187,-9,-4.4,-9,-4.8,-4,-2,-7,-3.7,-15,-7.7,-51,-26.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"77",77,2016,980956,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,186,146,152,173,159,161,170,161,2,1.4,11,7,2,1.3,-13,-7,-34,-18.5,-40,-21.3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"78",78,2016,980958,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,194,172,175,201,179,167,180,177,-2,-1.4,1,0.6,-12,-6.6,7,3.4,-19,-10,-22,-11.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"79",79,2016,980960,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,154,196,151,151,131,135,121,123,-8,-5.7,-10,-7.6,4,3.3,-3,-1.8,-3,-1.8,42,27.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"80",80,2016,980962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,159,153,181,167,161,150,142,154,-7,-4.4,-19,-11.9,-11,-6.6,8,5,22,14.1,-6,-3.7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"81",81,2016,980964,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,185,165,179,163,189,159,162,160,-29,-15.3,-27,-14.2,-30,-15.8,-22,-11.8,-6,-3.1,-20,-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"82",82,2016,980966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149,118,148,145,150,158,154,158,8,5.2,4,2.6,8,5.3,-4,-2.8,-1,-1,-31,-20.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"83",83,2016,980968,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,164,173,171,179,157,138,139,150,-7,-4.2,-18,-11.7,-19,-12.1,15,8.9,7,4.4,9,5.7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"84",84,2016,980970,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,162,166,151,157,166,159,160,158,-8,-4.6,-6,-3.6,-7,-4.2,-5,-3,-11,-7.1,4,2.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"85",85,2016,980972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,126,111,130,127,129,120,110,117,-12,-9.6,-19,-15.1,-9,-6.7,1,0.8,4,2.9,-15,-11.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"86",86,2016,980974,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,191,159,184,191,195,175,173,186,-9,-4.7,-22,-11.3,-20,-10.1,0,-0.1,-7,-3.6,-32,-16.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"87",87,2016,980976,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,181,174,163,168,172,167,173,173,1,0.7,1,0.6,-5,-2.8,-13,-7.4,-18,-10.2,-7,-4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"88",88,2016,980978,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,177,186,178,168,92,144,137,122,30,32.7,45,48.9,52,56.2,-9,-5.3,1,0.4,9,4.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"89",89,2016,980980,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,158,126,127,147,164,144,156,158,-6,-3.4,-8,-4.9,-20,-12,-11,-7.3,-31,-19.6,-32,-20,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"90",90,2016,980982,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,175,194,160,168,174,160,173,170,-4,-2.3,-1,-0.8,-14,-8,-7,-3.9,-15,-8.7,19,10.7,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"91",91,2016,980984,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,137,156,155,149,133,127,133,121,-12,-8.9,0,-0.3,-6,-4.9,12,8.9,18,13.2,19,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"92",92,2016,980986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,151,141,153,144,153,144,146,136,-17,-11.2,-7,-4.5,-9,-6,-7,-4.8,2,1.4,-10,-6.3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"93",93,2016,980988,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,146,188,173,161,150,144,155,149,-1,-0.5,5,3.6,-6,-4.1,15,10.2,27,18.2,42,28.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"94",94,2016,980990,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,124,140,128,123,127,118,131,137,10,7.8,4,3.4,-9,-7.3,-1,-0.7,4,3.1,16,13.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"95",95,2016,980992,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,244,162,172,195,104,194,169,158,54,52.2,65,62.8,90,86.2,-49,-20.2,-72,-29.5,-82,-33.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"96",96,2016,980996,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,179,173,170,173,180,174,171,175,-5,-2.8,-9,-5,-6,-3.1,-6,-3.3,-9,-4.9,-6,-3.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"97",97,2016,980998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206,182,181,201,126,168,170,153,27,21,44,34.7,42,33.4,-5,-2.4,-25,-12.1,-24,-11.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"98",98,2016,981000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,183,177,178,167,186,174,175,177,-9,-5,-11,-5.9,-12,-6.3,-16,-8.8,-5,-2.8,-6,-3.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"99",99,2016,981004,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,211,200,237,262,120,153,146,177,-9,-5,26,21.6,33,27.3,51,24.1,26,12.4,-11,-5.2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"100",100,2016,981006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,124,161,125,124,125,129,144,177,-9,-5,19,14.9,4,2.8,0,-0.3,1,0.7,37,30,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"101",101,2016,981008,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,158,176,147,159,161,137,150,149,-12,-7.2,-11,-7.1,-24,-14.6,1,0.9,-11,-7.1,18,11.5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"102",102,2016,981010,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172,186,163,174,173,160,154,142,-31,-18.1,-19,-10.9,-13,-7.7,2,1.2,-9,-5.5,14,7.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"103",103,2016,981012,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,172,167,155,184,173,163,172,167,-6,-3.3,-1,-0.5,-10,-5.9,12,6.8,-17,-9.6,-5,-3.1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"104",104,2016,981014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,171,167,162,194,149,151,150,151,2,1.6,1,0.8,2,1.5,23,13.4,-9,-5.1,-4,-2.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"105",105,2016,981016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,138,164,157,132,139,131,145,142,3,2.4,6,4.2,-8,-6.1,-6,-4.6,19,13.5,26,18.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"106",106,2016,981018,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,158,107,140,150,159,121,124,132,-27,-17.1,-35,-22.1,-38,-23.7,-8,-5.1,-18,-11.1,-51,-32.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"107",107,2016,981020,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,162,167,150,157,140,154,151,149,9,6.4,11,8,14,9.7,-5,-3.2,-12,-7.5,5,3.3,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"108",108,2016,981022,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,162,131,150,149,163,147,129,142,-21,-13.1,-34,-21,-16,-10.1,-13,-7.7,-12,-7.6,-31,-19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"109",109,2016,981024,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,208,194,183,188,200,188,208,196,-4,-2.2,8,3.9,-12,-5.8,-20,-9.4,-25,-11.9,-14,-6.9,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"110",110,2017,1082591,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207,177,184,207,172,178,186,174,2,1.3,14,8,6,3.3,0,-0.2,-23,-11.2,-30,-14.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"111",111,2017,1082592,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,184,185,170,164,187,172,178,182,-5,-2.7,-9,-4.7,-15,-8,-20,-10.8,-14,-7.7,1,0.4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"112",112,2017,1082593,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,183,163,175,173,184,184,194,217,33,17.7,10,5.5,0,0.1,-10,-5.5,-8,-4.3,-20,-11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"113",113,2017,1082594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,163,149,140,152,164,151,150,160,-4,-2.7,-14,-8.5,-13,-8.1,-11,-6.5,-23,-14.4,-14,-8.8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"114",114,2017,1082595,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,157,153,146,170,142,134,138,143,1,0.5,-4,-2.8,-8,-5.7,13,8,-11,-7.1,-4,-2.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"115",115,2017,1082596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135,145,127,149,140,143,148,164,24,17.4,8,5.7,3,2.4,14,10.3,-8,-5.7,10,7.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"116",116,2017,1082597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,178,173,164,166,180,174,162,163,-17,-9.5,-18,-9.8,-6,-3.5,-12,-6.8,-14,-7.7,-5,-3.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"117",117,2017,1082598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148,129,138,121,150,151,151,180,30,19.7,1,0.6,1,0.6,-27,-18.5,-10,-6.6,-19,-12.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"118",118,2017,1082599,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,205,180,170,181,108,174,160,157,49,45.2,52,48.4,66,61.2,-24,-11.8,-35,-17.3,-25,-12.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"119",119,2017,1082600,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,158,162,182,166,159,153,153,148,-11,-6.8,-6,-3.6,-6,-3.6,8,5,24,15,4,2.5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"120",120,2017,1082601,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,182,189,180,171,171,185,190,19,11.2,14,8.3,0,0.2,10,5.8,19,11.4,12,6.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"121",121,2017,1082602,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,142,170,163,170,145,117,117,127,-18,-12.6,-28,-19.2,-28,-19.3,28,19.9,21,14.6,28,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"122",122,2017,1082603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,171,172,165,162,172,171,173,167,-5,-2.7,1,0.5,-1,-0.4,-9,-5.5,-6,-3.5,1,0.7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"123",123,2017,1082604,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,172,154,167,177,155,158,145,145,-10,-6.5,-10,-6.4,3,1.9,5,2.7,-5,-2.7,-18,-10.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"124",124,2017,1082605,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,188,177,175,166,137,154,154,143,6,4.7,17,12.3,17,12.4,-22,-11.9,-13,-7.2,-11,-5.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"125",125,2017,1082606,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,176,154,163,166,177,173,181,171,-6,-3.4,4,2.3,-4,-2.2,-10,-5.8,-13,-7.3,-22,-12.2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"126",126,2017,1082607,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,161,178,161,171,134,144,149,143,9,7,15,10.9,10,7.6,10,6.3,0,0.2,17,10.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"127",127,2017,1082608,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,168,185,175,156,169,154,162,176,7,4.2,-7,-4.1,-15,-9.2,-12,-7.2,7,3.9,17,9.9,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"128",128,2017,1082609,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,159,150,138,158,154,141,128,122,-32,-20.7,-26,-17,-13,-8.5,-1,-0.4,-21,-13,-9,-5.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"129",129,2017,1082610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,213,174,196,212,192,174,186,181,-11,-6,-6,-2.9,-18,-9.4,-1,-0.3,-17,-7.9,-39,-18.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"130",130,2017,1082611,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,191,159,177,197,176,169,174,159,-17,-9.4,-2,-1.1,-7,-3.7,6,3.1,-14,-7.1,-32,-16.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"131",131,2017,1082612,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,198,168,166,195,199,192,206,214,15,7.6,7,3.7,-7,-3.5,-3,-1.7,-32,-16,-30,-15.3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"132",132,2017,1082613,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,187,189,194,197,188,181,172,176,-12,-6.4,-16,-8.4,-7,-3.7,10,5.4,7,3.7,2,1.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"133",133,2017,1082614,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,142,169,150,149,128,99,105,118,-10,-7.7,-23,-18.3,-29,-22.4,7,4.8,8,6,27,18.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"134",134,2017,1082615,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,176,173,163,169,179,171,177,159,-20,-11.2,-2,-1.3,-8,-4.5,-7,-3.8,-13,-7.1,-3,-1.9,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"135",135,2017,1082616,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,188,168,179,179,162,156,157,147,-15,-9,-5,-3.2,-6,-3.4,-9,-5,-9,-4.9,-20,-10.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"136",136,2017,1082618,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,160,167,173,163,157,151,139,150,-7,-4.5,-18,-11.5,-6,-4,3,2.1,13,7.8,7,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"137",137,2017,1082620,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,182,175,171,181,184,168,189,203,19,10.1,5,2.7,-16,-8.4,-1,-0.8,-11,-6,-7,-4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"138",138,2017,1082621,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,134,136,132,140,135,121,132,203,19,10.1,-3,-2.3,-14,-10.1,6,4.3,-2,-1.8,2,1.8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"139",139,2017,1082622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,160,175,174,186,161,155,176,178,17,10.7,15,9.1,-6,-3.5,26,16.5,14,8.8,15,9.6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"140",140,2017,1082623,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207,190,204,208,181,167,163,172,-9,-5.1,-18,-10.2,-14,-7.9,1,0.6,-3,-1.6,-17,-8.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"141",141,2017,1082624,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,157,153,147,159,96,139,119,112,16,16.4,23,24.4,43,45.3,2,1.4,-10,-6.2,-4,-2.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"142",142,2017,1082625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,153,148,139,135,153,162,160,147,-6,-3.9,7,4.4,9,5.8,-18,-12,-14,-9.1,-5,-3.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"143",143,2017,1082627,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,209,210,230,213,161,177,186,183,22,13.6,25,15.3,16,10.2,4,2,21,9.9,1,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"144",144,2017,1082628,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,162,164,170,155,165,161,151,150,-15,-9.4,-14,-8.4,-4,-2.4,-7,-4.2,8,4.7,2,0.9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"145",145,2017,1082629,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,161,168,162,164,167,123,124,133,-34,-20.1,-43,-26,-44,-26.6,3,2.1,1,0.6,7,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"146",146,2017,1082630,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,185,185,173,167,189,182,184,191,2,1.3,-5,-2.9,-7,-3.7,-18,-10,-12,-6.5,0,-0.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"147",147,2017,1082631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,155,143,137,153,158,156,151,157,-1,-0.8,-7,-4.7,-2,-1.1,-2,-1.3,-18,-11.4,-12,-8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"148",148,2017,1082632,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,208,161,175,205,214,189,204,218,4,1.9,-10,-4.5,-25,-11.8,-3,-1.5,-33,-15.9,-47,-22.4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
