"","Season","Match_id","BatFirst","BatSecond","toss","winner","TeamBattingFirstWon","venueGround","venueCity","interactionCurrTeams","interactionVenueBatTeam","Inn1EOIOvers","Inn1EOIRuns","Inn1EOIWkts","Inn2EOIOvers","Inn2EOIRuns","Inn2EOIWkts","BatFirstWonLastMat","BatSecondWonLastMat","BatFirstWinsInLast3Mat","BatSecondWinsInLast3Mat","BatFirstWinsInLast5Mat","BatSecondWinsInLast5Mat","Over1Runs","Over1Wkts","Over2Runs","Over2Wkts","Over3Runs","Over3Wkts","Over4Runs","Over4Wkts","Over5Runs","Over5Wkts","Over6Runs","Over6Wkts","Over7Runs","Over7Wkts","Over8Runs","Over8Wkts","Over9Runs","Over9Wkts","Over10Runs","Over10Wkts","Over11Runs","Over11Wkts","Over12Runs","Over12Wkts","Over13Runs","Over13Wkts","Over14Runs","Over14Wkts","Over15Runs","Over15Wkts","Over16Runs","Over16Wkts","Over17Runs","Over17Wkts","Over18Runs","Over18Wkts","Over19Runs","Over19Wkts","Over20Runs","Over20Wkts","Over21Runs","Over21Wkts","Over22Runs","Over22Wkts","Over23Runs","Over23Wkts","Over24Runs","Over24Wkts","Over25Runs","Over25Wkts","Over26Runs","Over26Wkts","Over27Runs","Over27Wkts","Over28Runs","Over28Wkts","Over29Runs","Over29Wkts","Over30Runs","Over30Wkts","Over31Runs","Over31Wkts","Over32Runs","Over32Wkts","Over33Runs","Over33Wkts","Over34Runs","Over34Wkts","Over35Runs","Over35Wkts","Over36Runs","Over36Wkts","Over37Runs","Over37Wkts","Over38Runs","Over38Wkts","Over39Runs","Over39Wkts","Over40Runs","Over40Wkts"
"29",2018,7922,"Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,"M Chinnaswamy Stadium","Bengaluru",91,455,20,185,4,19.17,184,5,0,0,0,0,0,0,1,0,9,0,24,0,30,0,38,0,43,0,55,0,70,0,74,1,80,3,94,3,94,3,98,3,107,3,116,3,125,3,140,3,157,4,168,4,185,4,6,0,19,0,31,0,38,0,49,0,53,0,62,0,70,1,78,1,92,1,102,1,110,1,117,2,125,2,129,2,139,2,155,4,169,4,180,5,184,5
"30",2018,7923,"Chennai Super Kings","Delhi Daredevils","Delhi Daredevils","Chennai Super Kings",TRUE,"Maharashtra Cricket Association Stadium","Pune",3,84,20,218,4,20,206,5,0,0,0,0,0,0,6,0,7,0,17,0,26,0,46,0,57,0,72,0,77,0,93,0,98,0,111,1,111,2,128,2,136,3,143,3,155,3,176,3,193,3,205,3,218,4,1,0,12,1,18,1,32,1,47,2,60,2,65,3,69,3,75,4,80,4,94,4,99,4,108,4,121,4,132,4,150,4,161,4,168,5,190,5,206,5
"31",2018,7924,"Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","Royal Challengers Bangalore",TRUE,"M Chinnaswamy Stadium","Bengaluru",104,520,20,173,7,20,176,7,0,0,0,0,0,0,6,0,8,0,11,0,33,0,39,1,44,1,52,1,56,1,65,2,86,2,108,2,108,2,116,2,123,2,127,3,133,3,143,3,145,6,147,7,173,7,5,1,18,1,24,1,29,3,35,3,46,3,59,3,68,4,76,4,91,4,94,4,98,5,108,5,122,5,128,5,145,5,156,5,161,5,166,6,176,7
"32",2018,7925,"Delhi Daredevils","Rajasthan Royals","Rajasthan Royals","Delhi Daredevils",TRUE,"Feroz Shah Kotla","Delhi",30,360,17.17,203,6,12,150,5,0,0,0,0,0,0,1,1,6,1,22,1,33,1,48,1,62,1,69,1,81,2,91,2,102,2,128,2,128,2,151,2,166,2,178,4,194,4,203,5,203,6,-1,-1,-1,-1,15,0,24,0,47,0,60,0,68,0,81,0,85,1,94,1,103,3,124,4,139,4,150,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"33",2018,7926,"Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,"Eden Gardens","Kolkata",7,161,20,184,5,17.83,192,4,0,0,0,0,0,0,10,0,18,0,24,0,29,0,48,0,57,1,70,1,77,1,82,1,91,1,104,2,104,3,111,3,118,3,122,4,133,4,148,4,161,4,165,4,184,5,12,1,18,1,32,1,40,1,46,2,58,2,69,3,74,3,87,3,97,3,104,3,109,4,119,4,130,4,151,4,165,4,176,4,192,4,-1,-1,-1,-1
"34",2018,7927,"Kings XI Punjab","Mumbai Indians","Mumbai Indians","Mumbai Indians",FALSE,"Holkar Cricket Stadium","Indore",40,680,20,184,6,19,182,4,0,0,0,0,0,0,9,0,16,0,17,0,34,0,38,0,51,0,56,1,61,1,76,1,86,1,97,1,97,2,107,3,121,3,131,3,140,4,144,5,155,5,161,5,184,6,6,0,13,0,20,0,32,0,37,0,40,1,41,1,50,1,56,1,68,1,77,1,88,2,101,3,111,3,119,3,127,4,141,4,161,4,182,4,-1,-1
"35",2018,7928,"Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","Chennai Super Kings",FALSE,"Maharashtra Cricket Association Stadium","Pune",13,364,20,131,9,18,135,4,0,0,0,0,0,0,8,0,19,1,28,1,32,1,40,1,50,1,54,2,60,3,64,3,71,3,83,4,83,4,88,5,90,6,92,7,96,8,103,8,116,8,127,8,131,9,9,0,9,0,19,1,24,1,27,1,43,1,52,1,59,1,63,2,72,2,80,2,84,3,86,4,90,4,93,4,104,4,111,4,135,4,-1,-1,-1,-1
"36",2018,7929,"Delhi Daredevils","Sunrisers Hyderabad","Delhi Daredevils","Sunrisers Hyderabad",FALSE,"Rajiv Gandhi International Stadium, Uppal","Hyderabad",42,672,20,166,5,19.83,170,3,0,0,0,0,0,0,2,0,16,1,26,1,35,1,41,1,61,1,67,1,76,1,90,1,96,1,102,2,102,2,111,2,119,2,126,2,136,3,138,5,142,5,149,5,166,5,1,0,11,0,21,0,25,0,36,0,64,0,67,0,71,0,79,1,85,1,90,2,97,2,101,2,107,2,120,2,130,2,137,2,141,3,156,3,170,3
"37",2018,7930,"Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","Mumbai Indians",TRUE,"Wankhede Stadium","Mumbai",56,1400,20,187,4,20,177,6,0,0,0,0,0,0,1,0,8,0,23,0,32,0,42,0,56,0,66,0,83,0,90,0,97,1,111,1,111,2,124,2,128,2,134,3,145,3,153,4,163,4,175,4,187,4,2,0,19,0,32,1,37,2,48,2,52,2,65,2,82,2,89,2,96,2,100,2,116,2,118,3,123,4,127,4,133,4,148,5,154,5,168,5,177,6
"38",2018,7931,"Rajasthan Royals","Kings XI Punjab","Kings XI Punjab","Kings XI Punjab",FALSE,"Holkar Cricket Stadium","Indore",50,850,20,160,9,18.67,158,4,0,0,0,0,0,0,7,1,28,1,38,1,42,2,47,2,51,2,63,2,72,2,81,2,87,2,101,3,101,3,111,4,113,4,118,6,131,7,137,7,145,8,156,8,160,9,1,0,6,0,20,0,29,1,35,2,36,2,44,2,52,2,60,2,70,2,82,3,85,3,89,4,97,4,105,4,113,4,129,4,144,4,158,4,-1,-1
"39",2018,7932,"Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","Sunrisers Hyderabad",TRUE,"Rajiv Gandhi International Stadium, Uppal","Hyderabad",182,2912,20,155,10,20,146,6,0,0,0,0,0,0,5,0,16,0,22,1,27,1,39,1,41,2,45,2,50,2,53,3,64,3,81,3,81,3,86,3,101,3,112,3,119,4,130,4,142,5,152,7,155,10,6,0,15,0,26,1,33,1,48,1,56,1,61,1,65,2,73,2,77,3,82,4,87,5,89,5,95,5,104,5,111,5,126,5,132,5,139,5,146,6
"40",2018,7933,"Rajasthan Royals","Kings XI Punjab","Rajasthan Royals","Rajasthan Royals",TRUE,"Sawai Mansingh Stadium","Jaipur",50,900,20,161,8,20,149,6,0,0,0,0,0,0,11,0,25,0,35,0,38,1,53,1,64,1,68,2,73,2,74,2,83,2,97,2,97,2,104,2,117,2,122,3,133,3,135,4,149,5,155,5,161,8,4,0,13,0,17,1,20,2,25,2,33,2,35,2,44,2,45,3,55,3,62,3,67,4,79,4,91,5,97,5,103,5,107,5,116,5,132,5,149,6
"41",2018,7934,"Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","Mumbai Indians",TRUE,"Eden Gardens","Kolkata",56,1288,20,217,6,18.17,109,10,0,0,0,0,0,0,5,0,13,0,24,0,30,0,37,0,47,1,52,1,60,1,64,2,74,2,101,2,101,2,116,2,141,2,149,3,157,3,167,3,183,4,195,5,217,6,12,1,14,1,25,1,32,2,39,2,47,2,51,3,54,4,67,4,72,6,77,7,82,7,87,7,94,8,95,8,104,8,107,9,109,9,109,10,-1,-1
"42",2018,7935,"Delhi Daredevils","Sunrisers Hyderabad","Delhi Daredevils","Sunrisers Hyderabad",FALSE,"Feroz Shah Kotla","Delhi",42,504,20,190,5,18.83,193,1,0,0,0,0,0,0,3,0,11,0,17,0,22,2,24,2,39,2,44,2,45,3,49,3,53,3,82,3,82,3,95,3,100,4,113,4,122,4,135,4,154,4,164,4,190,5,6,0,16,1,20,1,29,1,39,1,52,1,59,1,74,1,82,1,93,1,107,1,114,1,132,1,141,1,154,1,166,1,172,1,182,1,193,1,-1,-1
"43",2018,7936,"Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals",FALSE,"Sawai Mansingh Stadium","Jaipur",10,180,20,188,4,19.83,180,6,0,0,0,0,0,0,8,0,19,0,32,1,43,1,52,1,59,1,63,1,68,1,84,1,96,1,120,1,120,2,128,3,134,3,137,3,144,3,153,3,165,3,176,3,188,4,13,0,27,0,33,0,48,1,55,2,58,2,68,2,80,2,87,2,90,2,100,2,106,3,111,4,116,4,124,4,133,4,141,4,151,5,168,6,180,6
"44",2018,7937,"Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","Kolkata Knight Riders",TRUE,"Holkar Cricket Stadium","Indore",35,595,20,250,6,20,221,8,0,0,0,0,0,0,9,0,15,0,19,0,32,0,47,0,59,1,72,1,84,1,95,1,108,1,132,1,132,3,142,3,152,3,171,3,192,3,209,4,227,5,234,5,250,6,15,0,23,0,37,0,44,0,52,0,59,2,71,2,81,3,95,4,103,4,107,4,122,5,129,5,144,5,153,5,174,6,185,6,195,6,214,6,221,8
"45",2018,7938,"Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,"Feroz Shah Kotla","Delhi",39,468,20,188,4,19,198,5,0,0,0,0,0,0,4,1,16,1,22,2,30,2,42,2,47,2,52,2,66,2,70,2,82,2,105,2,105,2,114,3,118,3,125,3,130,4,153,4,167,4,175,4,188,4,10,0,17,1,22,2,40,2,50,2,63,2,71,2,81,2,90,2,101,2,109,2,119,2,138,2,145,3,153,3,159,3,164,4,183,5,198,5,-1,-1
"46",2018,7939,"Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Chennai Super Kings",FALSE,"Maharashtra Cricket Association Stadium","Pune",14,392,20,192,4,19,181,2,0,0,0,0,0,0,1,0,6,0,16,0,18,1,24,1,32,1,43,1,55,1,57,1,69,1,98,1,98,1,109,1,125,1,139,1,150,2,158,3,168,3,184,4,192,4,7,0,15,0,28,0,36,0,43,0,53,0,69,0,77,0,83,0,93,0,106,0,114,0,128,0,137,1,144,2,158,2,162,2,173,2,181,2,-1,-1
"47",2018,7940,"Mumbai Indians","Rajasthan Royals","Rajasthan Royals","Rajasthan Royals",FALSE,"Wankhede Stadium","Mumbai",80,2000,20,177,6,18,181,3,0,0,0,0,0,0,15,0,21,0,28,0,37,0,43,0,54,0,58,0,65,0,82,0,89,0,103,2,103,2,107,2,124,3,129,4,134,4,138,5,143,5,163,5,177,6,18,1,25,1,30,1,41,1,52,1,59,1,66,1,74,1,79,1,91,1,94,1,107,1,112,1,126,2,140,2,152,2,163,2,181,3,-1,-1,-1,-1
"48",2018,7941,"Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,"Holkar Cricket Stadium","Indore",65,1105,15.17,93,10,8.33,96,0,0,0,0,0,0,0,1,0,7,0,14,0,29,0,42,2,48,3,51,4,59,4,63,5,68,5,82,5,82,7,84,8,88,9,92,9,93,10,-1,-1,-1,-1,-1,-1,-1,-1,9,0,20,0,37,0,41,0,56,0,68,0,82,0,90,0,96,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"49",2018,7942,"Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","Kolkata Knight Riders",FALSE,"Eden Gardens","Kolkata",70,1610,19,144,10,18,147,4,0,0,0,0,0,0,2,0,21,0,49,0,60,0,64,1,69,1,75,1,80,2,86,2,93,3,101,4,101,5,104,6,108,7,119,7,129,7,135,8,138,9,144,10,-1,-1,21,0,21,1,32,1,40,2,46,2,52,2,58,2,69,2,74,3,81,3,84,3,90,3,100,3,110,3,117,3,121,4,131,4,147,4,-1,-1,-1,-1
"50",2018,7943,"Mumbai Indians","Kings XI Punjab","Kings XI Punjab","Mumbai Indians",TRUE,"Wankhede Stadium","Mumbai",40,1000,20,197,8,20,192,5,0,0,0,0,0,0,8,0,18,0,39,0,41,1,60,1,63,3,69,3,74,3,75,4,82,4,108,4,108,4,120,4,140,4,157,5,160,6,163,6,173,7,182,8,197,8,8,0,9,0,28,0,34,1,47,1,58,1,67,1,74,1,82,1,88,1,97,1,101,1,113,1,124,1,132,1,150,1,154,3,169,3,176,4,192,5
"51",2018,7944,"Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","Royal Challengers Bangalore",TRUE,"M Chinnaswamy Stadium","Bengaluru",182,910,20,222,6,20,209,3,0,0,0,0,0,0,6,1,17,1,26,1,34,1,39,2,44,2,51,2,70,2,73,2,84,2,112,2,112,2,131,2,146,2,151,4,165,4,178,4,192,5,211,5,222,6,3,0,17,0,28,0,32,0,47,0,56,1,60,1,64,2,74,2,91,2,94,2,105,2,117,2,130,2,152,2,165,2,171,2,187,2,203,2,209,3
"52",2018,7945,"Delhi Daredevils","Chennai Super Kings","Chennai Super Kings","Delhi Daredevils",TRUE,"Feroz Shah Kotla","Delhi",3,36,20,171,5,20,130,6,0,0,0,0,0,0,6,0,12,0,22,0,28,0,37,1,43,1,51,1,58,1,66,1,83,1,90,3,90,3,100,3,102,4,109,5,119,5,127,5,139,5,145,5,171,5,3,0,5,0,15,0,21,0,23,0,45,0,47,1,51,1,63,1,71,2,77,2,87,2,91,2,93,3,95,4,106,4,109,4,114,5,126,5,130,6
"53",2018,7946,"Rajasthan Royals","Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals",TRUE,"Sawai Mansingh Stadium","Jaipur",130,2340,20,174,5,19.33,137,10,0,0,0,0,0,0,2,0,2,1,12,1,30,1,40,1,50,1,55,1,59,1,68,1,82,1,101,1,101,1,110,1,113,3,122,3,133,3,138,3,146,3,159,4,174,5,2,0,16,0,22,1,36,1,46,1,56,1,64,1,75,1,78,3,85,3,88,4,97,5,99,6,103,6,109,6,114,8,123,8,130,9,133,9,137,10
"54",2018,7947,"Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders",FALSE,"Rajiv Gandhi International Stadium, Uppal","Hyderabad",98,1568,20,183,9,19.67,180,5,0,0,0,0,0,0,5,0,17,0,43,0,47,0,58,0,68,0,78,0,84,0,92,1,100,1,118,1,118,1,136,2,141,2,149,2,155,3,162,4,172,4,179,5,183,9,10,0,32,0,44,0,56,1,64,1,70,1,75,1,84,1,89,1,94,1,104,1,117,1,123,1,125,2,136,2,151,2,161,3,170,4,175,4,180,5
"55",2018,7948,"Delhi Daredevils","Mumbai Indians","Delhi Daredevils","Delhi Daredevils",TRUE,"Feroz Shah Kotla","Delhi",24,288,20,186,4,19.5,170,10,0,0,0,0,0,0,11,0,22,0,32,0,35,1,42,2,49,2,63,2,71,2,78,3,86,3,96,3,96,3,107,3,111,3,124,3,144,3,148,4,159,4,169,4,186,4,13,1,14,1,17,1,34,1,50,1,59,1,63,2,68,2,76,3,82,5,88,5,101,5,119,5,126,6,127,7,132,7,144,7,159,7,164,8,170,10
"56",2018,7949,"Kings XI Punjab","Chennai Super Kings","Chennai Super Kings","Chennai Super Kings",FALSE,"Maharashtra Cricket Association Stadium","Pune",5,140,19.67,164,10,19.17,168,5,0,0,0,0,0,0,8,0,10,1,18,2,19,3,26,3,32,3,44,3,57,3,67,3,78,3,88,3,88,4,90,5,99,5,110,5,121,5,141,6,145,8,162,9,164,10,3,0,8,1,17,1,29,1,29,3,35,3,43,3,48,3,57,3,64,3,70,4,79,4,82,4,88,4,110,4,122,4,128,5,140,5,162,5,168,5
"57",2018,7950,"Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Chennai Super Kings",FALSE,"Wankhede Stadium","Mumbai",14,350,20,148,7,19.17,145,8,0,0,0,0,0,0,12,1,18,1,28,1,34,2,41,3,47,3,51,4,54,4,62,4,65,4,72,4,72,5,78,5,83,5,92,6,96,6,104,6,122,6,126,6,148,7,1,1,14,1,21,1,25,3,26,3,34,3,40,3,43,4,51,4,53,4,59,4,64,5,69,6,83,6,95,7,96,7,101,7,121,8,139,8,145,8
"58",2018,7951,"Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","Kolkata Knight Riders",TRUE,"Eden Gardens","Kolkata",70,1610,20,179,7,20,145,4,0,0,0,0,0,0,14,1,24,1,29,2,35,3,39,3,53,3,55,3,58,4,63,4,70,4,83,4,83,4,89,4,109,4,122,5,124,5,143,5,157,6,165,6,179,7,9,0,15,0,21,0,32,0,48,0,52,1,55,1,65,1,75,1,88,1,91,1,97,1,104,1,110,1,112,2,120,2,128,3,131,4,137,4,145,4
"59",2018,7952,"Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","Sunrisers Hyderabad",TRUE,"Eden Gardens","Kolkata",98,2254,20,179,7,20,163,9,0,0,0,0,0,0,5,0,16,0,20,0,29,0,42,0,47,0,58,0,63,2,71,2,81,2,93,3,93,3,98,3,103,3,116,3,125,4,127,5,142,6,154,7,179,7,7,0,21,0,40,0,48,1,60,1,69,1,72,1,83,1,90,2,95,2,106,3,110,4,114,5,119,5,120,6,135,6,139,6,148,6,159,7,163,9
"60",2018,7953,"Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","Chennai Super Kings",FALSE,"Wankhede Stadium","Mumbai",14,350,20,186,6,18.5,187,2,0,0,0,0,0,0,7,0,15,1,18,1,18,1,32,1,45,1,55,1,66,1,74,2,77,2,106,2,106,2,113,3,122,3,131,3,139,4,149,5,167,5,175,5,186,6,0,0,5,0,10,0,17,1,21,1,37,1,53,1,59,1,75,1,83,1,98,1,107,1,135,1,150,2,151,2,159,2,172,2,183,2,187,2,-1,-1
